Time,Pluviometer,Lat_Pluviometer,Lon_Pluviometer,MonthlyRF
2013-01-19,EZZAHRA,36.75583,-10.31111,9.200000405311584
2013-01-20,EZZAHRA,36.75583,-10.31111,9.200000405311584
2013-01-21,EZZAHRA,36.75583,-10.31111,9.200000405311584
2013-01-22,EZZAHRA,36.75583,-10.31111,9.200000405311584
2013-01-23,EZZAHRA,36.75583,-10.31111,9.200000405311584
2013-01-24,EZZAHRA,36.75583,-10.31111,9.200000405311584
2013-01-25,EZZAHRA,36.75583,-10.31111,9.200000405311584
2013-01-26,EZZAHRA,36.75583,-10.31111,9.200000405311584
2013-01-27,EZZAHRA,36.75583,-10.31111,9.200000405311584
2013-01-28,EZZAHRA,36.75583,-10.31111,9.200000405311584
2013-01-29,EZZAHRA,36.75583,-10.31111,9.200000405311584
2013-01-30,EZZAHRA,36.75583,-10.31111,9.200000405311584
2013-01-31,EZZAHRA,36.75583,-10.31111,9.200000405311584
2013-01-02,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-02-02,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-03-02,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-04-02,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-05-02,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-06-02,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-07-02,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-08-02,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-09-02,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-10-02,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-11-02,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-12-02,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-02-13,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-02-14,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-02-15,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-02-16,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-02-17,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-02-18,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-02-19,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-02-20,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-02-21,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-02-22,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-02-23,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-02-24,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-02-25,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-02-26,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-02-27,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-02-28,EZZAHRA,36.75583,-10.31111,40.900000154972076
2013-01-03,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-02-03,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-03-03,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-04-03,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-05-03,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-06-03,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-07-03,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-08-03,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-09-03,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-10-03,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-11-03,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-12-03,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-03-13,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-03-14,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-03-15,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-03-16,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-03-17,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-03-18,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-03-19,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-03-20,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-03-21,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-03-22,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-03-23,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-03-24,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-03-25,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-03-26,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-03-27,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-03-28,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-03-29,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-03-30,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-03-31,EZZAHRA,36.75583,-10.31111,58.60000020265579
2013-01-04,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-02-04,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-03-04,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-04-04,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-05-04,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-06-04,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-07-04,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-08-04,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-09-04,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-10-04,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-11-04,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-12-04,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-04-13,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-04-14,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-04-15,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-04-16,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-04-17,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-04-18,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-04-19,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-04-20,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-04-21,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-04-22,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-04-23,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-04-24,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-04-25,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-04-26,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-04-27,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-04-28,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-04-29,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-04-30,EZZAHRA,36.75583,-10.31111,44.29999828338623
2013-01-05,EZZAHRA,36.75583,-10.31111,0.0
2013-02-05,EZZAHRA,36.75583,-10.31111,0.0
2013-03-05,EZZAHRA,36.75583,-10.31111,0.0
2013-04-05,EZZAHRA,36.75583,-10.31111,0.0
2013-05-05,EZZAHRA,36.75583,-10.31111,0.0
2013-06-05,EZZAHRA,36.75583,-10.31111,0.0
2013-07-05,EZZAHRA,36.75583,-10.31111,0.0
2013-08-05,EZZAHRA,36.75583,-10.31111,0.0
2013-09-05,EZZAHRA,36.75583,-10.31111,0.0
2013-10-05,EZZAHRA,36.75583,-10.31111,0.0
2013-11-05,EZZAHRA,36.75583,-10.31111,0.0
2013-12-05,EZZAHRA,36.75583,-10.31111,0.0
2013-05-13,EZZAHRA,36.75583,-10.31111,0.0
2013-05-14,EZZAHRA,36.75583,-10.31111,0.0
2013-05-15,EZZAHRA,36.75583,-10.31111,0.0
2013-05-16,EZZAHRA,36.75583,-10.31111,0.0
2013-05-17,EZZAHRA,36.75583,-10.31111,0.0
2013-05-18,EZZAHRA,36.75583,-10.31111,0.0
2013-05-19,EZZAHRA,36.75583,-10.31111,0.0
2013-05-20,EZZAHRA,36.75583,-10.31111,0.0
2013-05-21,EZZAHRA,36.75583,-10.31111,0.0
2013-05-22,EZZAHRA,36.75583,-10.31111,0.0
2013-05-23,EZZAHRA,36.75583,-10.31111,0.0
2013-05-24,EZZAHRA,36.75583,-10.31111,0.0
2013-05-25,EZZAHRA,36.75583,-10.31111,0.0
2013-05-26,EZZAHRA,36.75583,-10.31111,0.0
2013-05-27,EZZAHRA,36.75583,-10.31111,0.0
2013-05-28,EZZAHRA,36.75583,-10.31111,0.0
2013-05-29,EZZAHRA,36.75583,-10.31111,0.0
2013-05-30,EZZAHRA,36.75583,-10.31111,0.0
2013-05-31,EZZAHRA,36.75583,-10.31111,0.0
2013-01-06,EZZAHRA,36.75583,-10.31111,0.0
2013-02-06,EZZAHRA,36.75583,-10.31111,0.0
2013-03-06,EZZAHRA,36.75583,-10.31111,0.0
2013-04-06,EZZAHRA,36.75583,-10.31111,0.0
2013-05-06,EZZAHRA,36.75583,-10.31111,0.0
2013-06-06,EZZAHRA,36.75583,-10.31111,0.0
2013-07-06,EZZAHRA,36.75583,-10.31111,0.0
2013-08-06,EZZAHRA,36.75583,-10.31111,0.0
2013-09-06,EZZAHRA,36.75583,-10.31111,0.0
2013-10-06,EZZAHRA,36.75583,-10.31111,0.0
2013-11-06,EZZAHRA,36.75583,-10.31111,0.0
2013-12-06,EZZAHRA,36.75583,-10.31111,0.0
2013-06-13,EZZAHRA,36.75583,-10.31111,0.0
2013-06-14,EZZAHRA,36.75583,-10.31111,0.0
2013-06-15,EZZAHRA,36.75583,-10.31111,0.0
2013-06-16,EZZAHRA,36.75583,-10.31111,0.0
2013-06-17,EZZAHRA,36.75583,-10.31111,0.0
2013-06-18,EZZAHRA,36.75583,-10.31111,0.0
2013-06-19,EZZAHRA,36.75583,-10.31111,0.0
2013-06-20,EZZAHRA,36.75583,-10.31111,0.0
2013-06-21,EZZAHRA,36.75583,-10.31111,0.0
2013-06-22,EZZAHRA,36.75583,-10.31111,0.0
2013-06-23,EZZAHRA,36.75583,-10.31111,0.0
2013-06-24,EZZAHRA,36.75583,-10.31111,0.0
2013-06-25,EZZAHRA,36.75583,-10.31111,0.0
2013-06-26,EZZAHRA,36.75583,-10.31111,0.0
2013-06-27,EZZAHRA,36.75583,-10.31111,0.0
2013-06-28,EZZAHRA,36.75583,-10.31111,0.0
2013-06-29,EZZAHRA,36.75583,-10.31111,0.0
2013-06-30,EZZAHRA,36.75583,-10.31111,0.0
2013-01-07,EZZAHRA,36.75583,-10.31111,0.0
2013-02-07,EZZAHRA,36.75583,-10.31111,0.0
2013-03-07,EZZAHRA,36.75583,-10.31111,0.0
2013-04-07,EZZAHRA,36.75583,-10.31111,0.0
2013-05-07,EZZAHRA,36.75583,-10.31111,0.0
2013-06-07,EZZAHRA,36.75583,-10.31111,0.0
2013-07-07,EZZAHRA,36.75583,-10.31111,0.0
2013-08-07,EZZAHRA,36.75583,-10.31111,0.0
2013-09-07,EZZAHRA,36.75583,-10.31111,0.0
2013-10-07,EZZAHRA,36.75583,-10.31111,0.0
2013-11-07,EZZAHRA,36.75583,-10.31111,0.0
2013-12-07,EZZAHRA,36.75583,-10.31111,0.0
2013-07-13,EZZAHRA,36.75583,-10.31111,0.0
2013-07-14,EZZAHRA,36.75583,-10.31111,0.0
2013-07-15,EZZAHRA,36.75583,-10.31111,0.0
2013-07-16,EZZAHRA,36.75583,-10.31111,0.0
2013-07-17,EZZAHRA,36.75583,-10.31111,0.0
2013-07-18,EZZAHRA,36.75583,-10.31111,0.0
2013-07-19,EZZAHRA,36.75583,-10.31111,0.0
2013-07-20,EZZAHRA,36.75583,-10.31111,0.0
2013-07-21,EZZAHRA,36.75583,-10.31111,0.0
2013-07-22,EZZAHRA,36.75583,-10.31111,0.0
2013-07-23,EZZAHRA,36.75583,-10.31111,0.0
2013-07-24,EZZAHRA,36.75583,-10.31111,0.0
2013-07-25,EZZAHRA,36.75583,-10.31111,0.0
2013-07-26,EZZAHRA,36.75583,-10.31111,0.0
2013-07-27,EZZAHRA,36.75583,-10.31111,0.0
2013-07-28,EZZAHRA,36.75583,-10.31111,0.0
2013-07-29,EZZAHRA,36.75583,-10.31111,0.0
2013-07-30,EZZAHRA,36.75583,-10.31111,0.0
2013-07-31,EZZAHRA,36.75583,-10.31111,0.0
2013-01-08,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-02-08,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-03-08,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-04-08,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-05-08,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-06-08,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-07-08,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-08-08,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-09-08,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-10-08,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-11-08,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-12-08,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-08-13,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-08-14,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-08-15,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-08-16,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-08-17,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-08-18,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-08-19,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-08-20,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-08-21,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-08-22,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-08-23,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-08-24,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-08-25,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-08-26,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-08-27,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-08-28,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-08-29,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-08-30,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-08-31,EZZAHRA,36.75583,-10.31111,37.70000147819519
2013-01-09,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-02-09,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-03-09,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-04-09,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-05-09,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-06-09,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-07-09,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-08-09,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-09-09,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-10-09,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-11-09,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-12-09,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-09-13,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-09-14,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-09-15,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-09-16,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-09-17,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-09-18,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-09-19,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-09-20,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-09-21,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-09-22,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-09-23,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-09-24,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-09-25,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-09-26,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-09-27,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-09-28,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-09-29,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-09-30,EZZAHRA,36.75583,-10.31111,44.30000114440918
2013-01-10,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-02-10,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-03-10,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-04-10,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-05-10,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-06-10,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-07-10,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-08-10,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-09-10,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-10-10,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-11-10,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-12-10,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-10-13,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-10-14,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-10-15,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-10-16,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-10-17,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-10-18,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-10-19,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-10-20,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-10-21,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-10-22,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-10-23,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-10-24,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-10-25,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-10-26,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-10-27,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-10-28,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-10-29,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-10-30,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-10-31,EZZAHRA,36.75583,-10.31111,19.09999966621399
2013-01-11,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-02-11,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-03-11,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-04-11,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-05-11,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-06-11,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-07-11,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-08-11,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-09-11,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-10-11,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-11-11,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-12-11,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-11-13,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-11-14,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-11-15,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-11-16,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-11-17,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-11-18,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-11-19,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-11-20,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-11-21,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-11-22,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-11-23,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-11-24,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-11-25,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-11-26,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-11-27,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-11-28,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-11-29,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-11-30,EZZAHRA,36.75583,-10.31111,22.399999737739563
2013-01-12,EZZAHRA,36.75583,-10.31111,35.0
2013-02-12,EZZAHRA,36.75583,-10.31111,35.0
2013-03-12,EZZAHRA,36.75583,-10.31111,35.0
2013-04-12,EZZAHRA,36.75583,-10.31111,35.0
2013-05-12,EZZAHRA,36.75583,-10.31111,35.0
2013-06-12,EZZAHRA,36.75583,-10.31111,35.0
2013-07-12,EZZAHRA,36.75583,-10.31111,35.0
2013-08-12,EZZAHRA,36.75583,-10.31111,35.0
2013-09-12,EZZAHRA,36.75583,-10.31111,35.0
2013-10-12,EZZAHRA,36.75583,-10.31111,35.0
2013-11-12,EZZAHRA,36.75583,-10.31111,35.0
2013-12-12,EZZAHRA,36.75583,-10.31111,35.0
2013-12-13,EZZAHRA,36.75583,-10.31111,35.0
2013-12-14,EZZAHRA,36.75583,-10.31111,35.0
2013-12-15,EZZAHRA,36.75583,-10.31111,35.0
2013-12-16,EZZAHRA,36.75583,-10.31111,35.0
2013-12-17,EZZAHRA,36.75583,-10.31111,35.0
2013-12-18,EZZAHRA,36.75583,-10.31111,35.0
2013-12-19,EZZAHRA,36.75583,-10.31111,35.0
2013-12-20,EZZAHRA,36.75583,-10.31111,35.0
2013-12-21,EZZAHRA,36.75583,-10.31111,35.0
2013-12-22,EZZAHRA,36.75583,-10.31111,35.0
2013-12-23,EZZAHRA,36.75583,-10.31111,35.0
2013-12-24,EZZAHRA,36.75583,-10.31111,35.0
2013-12-25,EZZAHRA,36.75583,-10.31111,35.0
2013-12-26,EZZAHRA,36.75583,-10.31111,35.0
2013-12-27,EZZAHRA,36.75583,-10.31111,35.0
2013-12-28,EZZAHRA,36.75583,-10.31111,35.0
2013-12-29,EZZAHRA,36.75583,-10.31111,35.0
2013-12-30,EZZAHRA,36.75583,-10.31111,35.0
2013-12-31,EZZAHRA,36.75583,-10.31111,35.0
2014-01-01,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-02-01,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-03-01,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-04-01,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-05-01,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-06-01,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-07-01,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-08-01,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-09-01,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-10-01,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-11-01,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-12-01,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-01-13,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-01-14,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-01-15,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-01-16,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-01-17,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-01-18,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-01-19,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-01-20,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-01-21,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-01-22,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-01-23,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-01-24,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-01-25,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-01-26,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-01-27,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-01-28,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-01-29,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-01-30,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-01-31,EZZAHRA,36.75583,-10.31111,8.699999809265137
2014-01-02,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-02-02,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-03-02,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-04-02,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-05-02,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-06-02,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-07-02,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-08-02,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-09-02,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-10-02,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-11-02,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-12-02,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-02-13,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-02-14,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-02-15,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-02-16,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-02-17,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-02-18,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-02-19,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-02-20,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-02-21,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-02-22,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-02-23,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-02-24,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-02-25,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-02-26,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-02-27,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-02-28,EZZAHRA,36.75583,-10.31111,28.40000057220459
2014-01-03,EZZAHRA,36.75583,-10.31111,52.90000092983246
2014-02-03,EZZAHRA,36.75583,-10.31111,52.90000092983246
2014-03-03,EZZAHRA,36.75583,-10.31111,52.90000092983246
2014-04-03,EZZAHRA,36.75583,-10.31111,52.90000092983246
2014-05-03,EZZAHRA,36.75583,-10.31111,52.90000092983246
2014-06-03,EZZAHRA,36.75583,-10.31111,52.90000092983246
2014-07-03,EZZAHRA,36.75583,-10.31111,52.90000092983246
2014-08-03,EZZAHRA,36.75583,-10.31111,52.90000092983246
2014-09-03,EZZAHRA,36.75583,-10.31111,52.90000092983246
2014-10-03,EZZAHRA,36.75583,-10.31111,52.90000092983246
2014-11-03,EZZAHRA,36.75583,-10.31111,52.90000092983246
2014-12-03,EZZAHRA,36.75583,-10.31111,52.90000092983246
2014-03-13,EZZAHRA,36.75583,-10.31111,52.90000092983246
2014-03-14,EZZAHRA,36.75583,-10.31111,52.90000092983246
2014-03-15,EZZAHRA,36.75583,-10.31111,52.90000092983246
2014-03-16,EZZAHRA,36.75583,-10.31111,52.90000092983246
2014-03-17,EZZAHRA,36.75583,-10.31111,52.90000092983246
2014-03-18,EZZAHRA,36.75583,-10.31111,52.90000092983246
2014-03-19,EZZAHRA,36.75583,-10.31111,52.90000092983246
